"정류소번호","정류소명","X좌표","Y좌표"
"09538","무량사입구","127.0079065319","37.6461956269"
"09539","쌍문교","127.0246386377","37.6461780008"
"09540","페리카나치킨","127.01654052","37.625406772"
"09541","당진슈퍼","127.032482888","37.6254665363"
"09542","북서울꿈의숲","127.0375262611","37.6225040791"
"09543","동성마트","127.0321875376","37.6236275055"
"09544","강북삼성의원","127.0168518466","37.6294309656"
"09545","삼성하이츠빌라","127.0110169731","37.6366961807"
"09547","강북중학교","127.023286184","37.6445347047"
"09548","삼양시장.롯데마트","127.0174161828","37.6250705419"
"09550","동성주택","127.0323753581","37.623077793"
"09551","수유1동주민센터.파출소","127.0175250022","37.6301526349"
"09552","국립419민주묘지삼거리.윤극영가옥","127.0104381934","37.6464107883"
"09553","광산사거리","127.023056642","37.6424802856"
"09554","삼양부동산","127.0180165771","37.6248776198"
"09555","경남아파트","127.0342948887","37.6166308934"
"09556","제일슈퍼","127.0326717873","37.6221991545"
"09557","하나은행","127.0179523198","37.6309112824"
"09558","청수탕","127.0126565535","37.6367446746"
"09559","백운교회","127.0106441991","37.6447122333"
"09560","강북구청","127.0259840261","37.6403810594"
"09561","삼양오거리","127.0188481065","37.6247891837"
"09563","홈빌라트","127.0329273916","37.62124033"
"09564","광성슈퍼","127.0186380913","37.6321483624"
"09565","유진슈퍼","127.0130823366","37.6352812712"
"09566","인수초중학교","127.0107834163","37.6435561341"
"09567","수유역","127.0249677991","37.6375906296"
"09568","오현초등학교","127.0459678973","37.6235355369"
"09569","구.삼양극장","127.0211399902","37.6248635854"
"09570","롯데백화점","127.0307733556","37.6145548633"
"09571","진산하이츠빌","127.0331749954","37.6201373335"
"09572","화계유치원","127.019526826","37.6338728904"
"09573","한신대학원.화계사","127.0139839635","37.6337304054"
"09574","극동아파트","127.0107628709","37.642530706"
"09575","수유동약국","127.0231115609","37.636864736"
"09576","주공1.2단지한진아파트","127.0447499944","37.6253372712"
"09577","삼양신협","127.0232915478","37.6254173467"
"09578","번3동주민센터","127.0466039503","37.6261592427"
"09579","미아사거리전철역","127.0304396784","37.612961831"
"09580","신태양슈퍼","127.0334938295","37.6187450681"
"09581","국제가스.신일병원","127.0210316462","37.6343763367"
"09582","삼양탕","127.0149765253","37.6338294026"
"09583","국립재활원","127.0115682035","37.6402544989"
"09585","신원아파트.북서울꿈의숲교회","127.044224785","37.6261160053"
"09586","미아역6번출구","127.0253864806","37.625939543"
"09587","방천시장입구","127.0331189134","37.6111832678"
"09588","경남아파트","127.0339618435","37.616612968"
"09589","유성빌딩","127.0236086128","37.6356860225"
"09590","송암교회.화계사거리","127.016816616","37.6339778333"
"09591","강북구의회.강북문화예술회관","127.0142820851","37.6403416065"
"09592","경남아너스빌정문","127.0344291798","37.6130688648"
"09593","기산아파트.2단지후문","127.0442392677","37.6276136002"
"09594","미아역7번출구","127.02578554","37.6267252012"
"09595","수유역","127.0253881411","37.6374815091"
"09596","화계유치원","127.0189501886","37.6341892642"
"09597","가오리","127.016284405","37.6406305942"
"09598","송중동주민센터","127.0336239934","37.6159868107"
"09599","쌍문교","127.0245795335","37.6456427714"
"09600","주공3단지정문","127.0423068222","37.6282486714"
"09631","깨순이김밥","127.0253321368","37.6260467836"
"09642","8번지입구","127.0378208986","37.6137400363"
"09656","번동삼거리","127.0279469112","37.6350975692"
"09682","벽산아파트","127.0199332209","37.6409823569"
"09717","한양아파트입구.삼덕상운","127.0409777233","37.6279896285"
"09718","삼양신협","127.0237538501","37.6256497341"
"09739","미아사거리","127.0304521035","37.6128762247"
"09753","양지빌라","127.0380243258","37.6150510498"
"09754","성당앞","127.0220299226","37.6422570137"
"09760","하나은행.새마을금고","127.0396060775","37.6286650081"
"09767","북서울꿈의숲","127.0444485185","37.6194253735"
"09769","강북반석교회","127.021175147","37.6249933351"
"09770","8번지슈퍼","127.0380371932","37.6158503081"
"09771","롯데백화점","127.0309148923","37.6144178613"
"09772","국제가스.신일병원","127.0223778071","37.6347076873"
"09773","중앙시장","127.0223785089","37.6408251303"
"09774","강북구민운동장.4단지","127.0385973548","37.630107976"
"09775","훌랄라치킨","127.0188730581","37.624899112"
"09776","산장빌라","127.0380476824","37.6164279001"
"09777","화계유치원","127.0193274421","37.6339936682"
"09778","수유동약국","127.0228282833","37.6368449673"
"09779","강북보건소.번2동주민센터","127.0370685406","37.631544792"
"09780","삼일약국.롯데마트","127.0180743779","37.6249713237"
"09781","삼우하이츠빌라","127.0372251142","37.6160812447"
"09782","경남아파트","127.0340490925","37.616667909"
"09783","광성슈퍼","127.0183911221","37.6322619376"
"09784","삼성화재강북지점","127.0248526543","37.6354830236"
"09785","금호.현대아파트","127.0363141169","37.6318694163"
"09786","삼양시장","127.0175430845","37.6251390054"
"09787","한일아파트후문","127.0371511878","37.6154856509"
"09788","신태양슈퍼","127.0335980489","37.6187468406"
"09789","수유1동주민센터.파출소","127.0175703804","37.6304022281"
"09790","수유역","127.0246944668","37.6368175591"
"09791","로얄공인중계사무소","127.0350081615","37.632733949"
"09792","페리카나치킨","127.016582455","37.6254842593"
"09793","장미맨션","127.0371417568","37.6147440609"
"09794","진산하이츠빌","127.0333154191","37.620030966"
"09795","삼성의원","127.016800878","37.6294985541"
"09796","화계유치원","127.0189559156","37.6344325555"
"09797","강북구청","127.0264882739","37.6403827495"
"09798","주공5단지","127.0343739731","37.6333955299"
"09799","보람미용실","127.015432518","37.6253402419"
"09800","한일아파트정문","127.0371221189","37.6139772435"
"09801","홈빌라트","127.0330531131","37.6211844276"
"09802","한빛맹아학교","127.0152110945","37.6284174702"
"09803","송암교회.화계사거리","127.0169911571","37.6342084853"
"09804","강북종합시장","127.0253984583","37.6411606222"
"09805","금강산병원.전자공단","127.0337455976","37.6344085277"
"09806","구세군강북종합사회복지관","127.0137637329","37.625303504"
"09807","8번지입구","127.0377245997","37.613707628"
"09808","제일슈퍼","127.0327828202","37.6222270573"
"09809","삼흥연립","127.013586394","37.6282050128"
"09810","삼양탕","127.0154796422","37.6340564104"
"09811","성당앞","127.0218894421","37.6423669718"
"09812","번동5거리.GS마트","127.0340110218","37.6350464176"
"09813","다리앞","127.0122245437","37.627969078"
"09814","한신대학원.화계사","127.0135376169","37.634119725"
"09815","벽산아파트","127.0199139997","37.6411409504"
"09816","북부시장","127.03198299","37.6353803851"
"09817","월산슈퍼","127.012515263","37.6252901267"
"09818","방천시장입구","127.0334019855","37.6109552133"
"09819","동성주택","127.0323245882","37.6235616889"
"09820","수연슈퍼","127.011483567","37.6277961445"
"09821","유진슈퍼","127.0132670716","37.63553896"
"09822","가오리","127.0162289098","37.6407630608"
"09823","강북경찰서입구","127.0287230772","37.6351505467"
"09824","정은빌라","127.012449672","37.6259965831"
"09825","미아사거리역","127.0309028649","37.6127265273"
"09826","삼광학원","127.0322762463","37.6244222371"
"09827","빨래골","127.009931381","37.6274475661"
"09828","청수탕","127.0126543021","37.6368320798"
"09829","강북구의회.강북문화예술회관","127.014098535","37.6404389454"
"09830","빨래골입구","127.0123647948","37.6265516594"
"09831","삼성하이츠빌라","127.0110124531","37.6367799817"
"09832","국립재활원","127.0119761285","37.6402256236"
"09833","성원아파트","127.0134032107","37.6617153182"
"09834","수유역.강북구청","127.0259230173","37.6376399831"
"09835","청소년독서실","127.0122706768","37.6260353485"
"09836","믿음슈퍼","127.0322943991","37.6271020543"
"09837","형제슈퍼","127.0098102481","37.6367656705"
"09838","극동아파트","127.0110302548","37.6422279181"
"09839","강북경찰서입구","127.0290742458","37.634945014"
"09840","향천사입구","127.0123815069","37.6248522142"
"09841","당진슈퍼","127.0326970216","37.6254962129"
"09842","경남아파트","127.0343378444","37.6164353454"
"09843","우광슈퍼","127.0316172752","37.627982596"
"09844","기도원입구","127.0079384204","37.6370325315"
"09845","인수초중학교","127.011019117","37.6435398929"
"09847","미양중고등학교","127.0125898279","37.6240619418"
"09848","인천슈퍼","127.0345928361","37.6264670403"
"09851","해청빌라","127.007845554","37.6374785731"
"09852","백운교회","127.0109467023","37.6442850934"
"09853","벽산아파트","127.0110031514","37.619802676"
"09854","금강슈퍼","127.0357113281","37.6270767404"
"09855","북서울꿈의숲","127.0378186146","37.6226490603"
"09856","모아빌라","127.0076881163","37.6380859125"
"09857","국립419민주묘지삼거리.윤극영가옥","127.0107157988","37.6461584609"
"09859","청화슈퍼","127.0367029926","37.6277765778"
"09860","동문굿모닝힐","127.0377522537","37.6235952196"
"09861","본원정사","127.0064915618","37.6381346428"
"09862","국립419묘지","127.008996788","37.6469479509"
"09863","주공5단지","127.0341463204","37.6335857244"
"09864","SK아파트","127.0111436082","37.6197098512"
"09865","번동초등학교","127.0393340964","37.6285317388"
"09867","무량사입구","127.0077898187","37.6462839406"
"09868","로얄공인중계사무소","127.0347759274","37.6328106097"
"09870","강북문화정보도서관.해모르아파트","127.0370107352","37.6258127839"
"09871","강북청소년수련관","127.0068197297","37.6457956151"
"09872","금호.현대아파트","127.0364126242","37.6317369268"
"09873","강북보건소앞.번2동주민센터","127.0376226365","37.6316563508"
"09874","번동슈퍼","127.038113391","37.6275373436"
"09875","백련사","127.00480365","37.6445864643"
"09876","강북보건소.번2동주민센터","127.0373743139","37.6312689643"
"09877","신성빌라","127.0034868249","37.6436773202"
"09878","강북구민운동장.4단지","127.0385078133","37.6300386219"
"09879","강북보건소정문","127.0390641001","37.6321884222"
"09880","아카데미하우스.통일교육원","127.0019309161","37.6421608368"
"09881","번동슈퍼","127.0376036568","37.6277177238"
"09882","한양아파트입구.삼덕상운","127.0410988513","37.627812073"
"09883","주공3단지정문","127.0422330792","37.6280702834"
"09884","기산아파트.2단지후문","127.0440252483","37.6277956991"
"09885","신원아파트.북서울꿈의숲교회","127.0441737213","37.6259772576"
"09886","주공1.2단지한진아파트","127.0448958911","37.6249236185"
"09887","오현초등학교","127.0460254038","37.6230966867"
"09888","주공1.2단지한진아파트","127.0446457062","37.6252363894"
"09889","꿈동산주유소","127.0453239476","37.6208929068"
"09890","번3동주민센터","127.0466752399","37.6260240521"
"09891","북서울꿈의숲","127.0441310831","37.6190100927"
"09892","장위동입구","127.0318837788","37.6100230095"
"09893","현대백화점.E마트.빅토리아호텔","127.0304770554","37.610179269"
"09894","미아사거리역.롯데백화점","127.0302272316","37.6142098888"
"09895","광산사거리","127.0227668587","37.6434913546"
"09896","보람빌딩","127.0250915337","37.6348963686"
"09897","번동5거리.GS마트","127.0338943188","37.6350509566"
"09898","금강산병원.전자공단","127.0336730577","37.6343535824"
"09899","하나은행.새마을금고","127.0396898577","37.6285541467"
"09901","주공1단지.오현초교정문","127.0481135421","37.6234779133"
"09903","우이3교","127.0356137854","37.6363426016"
"09905","당진슈퍼","127.0324443854","37.6255043924"
"09908","삼성래미안아파트","127.0210554967","37.6144948223"
"09909","성우아파트","127.0217994295","37.6174096971"
"09910","삼양동사거리","127.0217297005","37.6191415946"
"09911","성암국제무역고등학교","127.0255899223","37.6179180489"
"09912","삼양동사거리입구","127.0283672153","37.6170514715"
"09913","미아사거리역","127.029758625","37.6150849616"
"09916","삼양동사거리입구","127.028466986","37.6172758176"
"09917","성암국제무역고등학교","127.025087085","37.6182912059"
"09918","삼양동사거리","127.0221590521","37.6191883711"
"09920","두산위브아파트","127.0154198988","37.6190948303"
"09921","동북프라자","127.0184027943","37.6198639289"
"09929","삼성래미안아파트상가","127.0212864962","37.6181847236"
"09930","삼성래미안아파트","127.0214077974","37.6145524284"
"09934","한영교회","127.0318418008","37.6231428162"
"09935","강북구보건소.삼각산분소","127.0152530558","37.6175332723"
"09936","달팽이계단","127.0311295427","37.6239152351"
"09937","대성빌라정문","127.0304263922","37.6248327216"
"09938","신구한일아파트입구","127.029785532","37.6257429795"
"09939","실버복지센터","127.0293295134","37.6271352675"
"09940","남양빌라","127.0284627093","37.626857045"
"09941","미아역3번출구","127.0269693692","37.6264897538"
"09942","미아역1번출구","127.0258843935","37.6275568794"
"09943","수유시장","127.0240584476","37.6321924359"
"09944","요진아파트","127.026553857","37.6336246217"
"09945","우일빌딩앞","127.0274879166","37.634811133"
"09946","신구한일아파트입구","127.0296336871","37.6256574148"
"09947","대성빌라정문","127.0301941441","37.6248255726"
"09948","달팽이계단","127.0309176532","37.623820677"
"09949","한영교회","127.0320253405","37.6231743045"
"09950","한국전력공사","127.0247048513","37.6305370136"
"09978","미아타운입구.동방고개.한일아파트","127.0380214381","37.6138291792"
"09994","창문여고앞","127.0360848139","37.6122204488"
"10001","도봉산역","127.0454312498","37.6891946492"
"10002","도봉산역","127.045813","37.688568"
"10003","도봉한신아파트","127.0459462612","37.6840520197"
"10004","도봉한신아파트","127.046067","37.682672"
"10005","서울북부지방법원.검찰청.도봉역성황당","127.0449209186","37.6777746252"
"10006","서울북부지방법원.검찰청.도봉역성황당","127.045103","37.677262"
"10007","신도봉사거리","127.0441473394","37.6732893619"
"10008","신도봉사거리","127.044333","37.67275"
"10009","도봉소방서.방학남부역","127.0429813465","37.6663334805"
"10010","도봉소방서.방학남부역","127.0430512462","37.6656765697"
"10011","도봉보건소","127.0407623758","37.6589364195"
"10012","도봉보건소.북한산아이파크아파트","127.040517","37.658205"
"10013","도봉구민회관","127.0381736668","37.6545598452"
"10014","도봉구민회관","127.037977","37.653968"
"10015","쌍문역","127.0347686574","37.6488174173"
"10016","쌍문역","127.0344600639","37.6480714136"
"10017","우이1교앞","127.0326524367","37.6452929962"
"10018","우이1교앞","127.03242","37.644652"
"10019","신도봉시장.도봉구청.방학북부역","127.0435774615","37.6699988428"
"10020","신도봉시장.도봉구청.방학북부역","127.043757","37.669197"
"10103","도봉동한신아파트","127.0456109086","37.6826140348"
"10104","도봉동한신아파트","127.0459586654","37.6821047926"
"10105","녹천역","127.0523135976","37.6435261063"
"10107","서울북부지방법원.검찰청.도봉역성황당","127.0451325639","37.6771834389"
"10108","서울북부지방법원.검찰청.도봉역성황당","127.0446529158","37.6770277354"
"10109","국민은행도봉지점","127.0446001847","37.6741632354"
"10110","국민은행도봉지점","127.0441500898","37.6741048347"
"10111","방학역","127.0438717524","37.6692472357"
"10113","도봉소방서","127.043188402","37.6656756185"
"10114","도봉소방서","127.0425798048","37.6651007798"
"10115","방학사거리","127.042425","37.661533"
"10116","방학사거리","127.0421039333","37.6622176747"
"10117","도봉보건소","127.0401324698","37.6573444298"
"10118","도봉보건소","127.0399173815","37.6578247776"
"10119","함석헌기념관.정의여중고","127.0373872846","37.6526308865"
"10120","함석헌기념관.정의여중고","127.0365880712","37.6521851028"
"10121","도봉구민회관","127.0382221679","37.6541047846"
"10122","도봉구민회관","127.0381420661","37.6548202673"
"10124","쌍문역.쌍문역골목시장","127.0340974005","37.6480246628"
"10126","쌍문역","127.0342217518","37.6473560254"
"10127","우이1교앞","127.0321793259","37.643993768"
"10129","서울북부지방법원.검찰청.성우아파트","127.048374262","37.676134203"
"10130","서울북부지방법원.검찰청.성우아파트","127.0479104838","37.6759758029"
"10131","도봉시장","127.0468555403","37.6731864956"
"10132","도봉시장","127.046582","37.673315"
"10133","도봉구청","127.0463337031","37.6689552465"
"10134","도봉구청","127.0461540675","37.6699284798"
"10135","방학1동대상타운현대삼성아파트","127.0464529545","37.6656806856"
"10136","방학1동대상타운현대삼성아파트","127.0460316281","37.6662386176"
"10137","창동쌍용아파트","127.0495326124","37.6603720849"
"10138","창동쌍용아파트","127.048700747","37.6604976811"
"10139","자운고등학교앞","127.0500065597","37.658932863"
"10140","자운고등학교앞","127.0496686321","37.6586807038"
"10141","창동동아청솔아파트","127.0498677517","37.656445044"
"10142","창동동아청솔아파트","127.0495822895","37.656671335"
"10143","창동농협물류센터","127.0503054543","37.6550860313"
"10144","창동농협물류센터","127.0512466785","37.6542124806"
"10145","창동농협물류센터","127.0508882517","37.6537900297"
"10146","창동역동측","127.0507133553","37.6532584683"
"10147","창동동아아파트","127.051465","37.651933"
"10148","창동동아아파트","127.0513898656","37.6514821482"
"10149","창동주공19단지","127.0523899949","37.6490406835"
"10150","창동주공19단지","127.0520286111","37.6492264659"
"10151","창동주공18단지","127.0530436187","37.6470625209"
"10152","창동주공18단지","127.0527729177","37.6472653853"
"10153","도봉산입구","127.040487449","37.6869698964"
"10154","도봉고등학교","127.0440331542","37.6872443546"
"10155","도봉고등학교","127.043808","37.687443"
"10156","도봉역","127.0465266987","37.6803096286"
"10157","도봉역","127.0470845566","37.6803959104"
"10158","노원교","127.0490169573","37.6794237641"
"10159","노원교","127.0491191453","37.6796543968"
"10160","성대야구장노원교앞","127.04939","37.67907"
"10161","천주교도봉동교회","127.0428106953","37.6711723253"
"10162","천주교도봉동교회","127.0428107756","37.6713119921"
"10163","오봉초등학교","127.0391794072","37.6705203068"
"10164","오봉초등학교","127.0395581981","37.6708391615"
"10165","방학2동공영주차장","127.0364774606","37.6693290489"
"10166","방학2동공영주차장","127.0367133828","37.6696083095"
"10167","방학2동주민센터","127.0347266454","37.6681095192"
"10168","방학2동주민센터","127.0346224327","37.6682708426"
"10172","신방학중학교앞","127.027779564","37.6634077361"
"10173","방학동신우빌라","127.03514","37.664078"
"10174","방학동신우빌라","127.0348959433","37.6641158948"
"10175","방학동삼익세라믹","127.03493","37.661672"
"10176","방학동삼익세라믹","127.0346738125","37.6617551365"
"10177","쌍문동청구아파트","127.0351171033","37.6595743964"
"10178","쌍문동청구아파트","127.0348777558","37.6591608724"
"10179","샘말어린이공원","127.0318158985","37.6686672058"
"10180","원약국","127.034428","37.666488"
"10181","원약국","127.0342826264","37.6663777789"
"10182","신한은행방학동지점","127.0374390076","37.6630996005"
"10183","신한은행방학동지점","127.037197641","37.6632312342"
"10184","연산군.정의공주묘","127.0229753659","37.6618859481"
"10185","연산군정의공주묘","127.023732","37.661717"
"10186","방학동신동아타워","127.028111025","37.6616802914"
"10187","방학동신동아타워","127.028692","37.662028"
"10188","방학3동신동아프라자","127.0274841055","37.6613704683"
"10189","방학동신동아아파트","127.0313834612","37.6619831294"
"10190","방학동신동아아파트","127.03202","37.662362"
"10191","국민은행방학지점","127.0343340389","37.6623319258"
"10192","국민은행방학지점","127.034113","37.662595"
"10193","신한은행방학동지점","127.037002395","37.6626546059"
"10194","신한은행방학동지점","127.036807","37.662933"
"10195","방학사거리","127.0404969177","37.6626723806"
"10196","방학사거리","127.0405809384","37.6629354664"
"10197","서울문화고등학교","127.046309519","37.6628720833"
"10198","서울문화고등학교","127.047821244","37.6623434486"
"10199","서울문화고등학교","127.0481931566","37.662549644"
"10200","쌍문동청한빌라","127.0150062055","37.6574593323"
"10201","쌍문동청한빌라","127.014762","37.657732"
"10202","쌍문동우이빌라","127.0189435714","37.6572118702"
"10203","쌍문동우이빌라","127.018937","37.657448"
"10204","초당초등학교","127.0231371776","37.6573507894"
"10205","초당초등학교","127.022295","37.657531"
"10206","방학동우성아파트","127.0242705926","37.6574046264"
"10207","방학동우성.청구아파트","127.0251","37.657656"
"10208","방학3동신동아프라자","127.0277400677","37.6608342669"
"10209","방학3동주민센터","127.0276286112","37.6598133715"
"10210","쌍문동성원아파트","127.0289334878","37.6576477672"
"10211","쌍문동성원아파트","127.0285379978","37.6578235739"
"10212","쌍문동한양.현대아파트","127.0317568572","37.6578002243"
"10213","쌍문동현대.한양아파트","127.0313205806","37.6580003804"
"10214","쌍문동삼익금호1차아파트","127.0349134832","37.6580029761"
"10215","쌍문동금호1차삼익아파트","127.0346143499","37.6581886864"
"10216","도봉구보건소앞","127.0376717716","37.6571614212"
"10217","도봉구보건소앞","127.0375891737","37.6574389797"
"10218","북서울교회","127.0136533178","37.6572562221"
"10219","서라벌중학교.우이동대우아파트","127.013223","37.655025"
"10221","덕성여대입구","127.013138","37.65106"
"10222","쌍문초등학교","127.0256814814","37.6469743334"
"10223","쌍문초등학교","127.02539","37.647095"
"10224","숭미초등학교","127.027789","37.649556"
"10225","숭미초등학교","127.0279502557","37.6500735328"
"10226","둘리뮤지엄.대우이안극동아파트","127.02842575","37.6517710532"
"10227","둘리뮤지엄.대우이안극동아파트","127.0283111223","37.6513412658"
"10228","창동주공1단지","127.0410046287","37.6542705499"
"10229","창동주공1단지아파트","127.0409927567","37.653291081"
"10231","도봉등기소","127.0446158067","37.6510217496"
"10232","도봉등기소","127.0445412495","37.6514245604"
"10234","창동역서측","127.0461227769","37.652335845"
"10235","창4동주민센터","127.0526463227","37.65254667"
"10236","창4동주민센터","127.0519925342","37.6527469996"
"10241","창동주공4단지","127.0486148196","37.6451811712"
"10242","창동주공4단지","127.0480754907","37.6453057413"
"10244","도봉문화정보도서관","127.044235404","37.6440304124"
"10245","도봉문화정보도서관","127.0440281367","37.6442125083"
"10246","창림초교창동신창아파트앞","127.0410384214","37.6415355739"
"10247","창림초교창동신창아파트앞","127.0407268539","37.6416284932"
"10248","KEB.하나은행.창동.지점","127.0394443113","37.6398501948"
"10249","KEB.하나은행.창동.지점","127.0394808042","37.6402899102"
"10250","창동서울탁주앞","127.0373582351","37.6376252025"
"10251","창동서울탁주앞","127.036931039","37.6375883927"
"10252","창2동주민센터.보건지소","127.0336397512","37.6408990489"
"10253","창2동주민센터.보건지소","127.033467","37.640778"
"10256","중앙약국","127.0372571163","37.6461539659"
"10257","중앙약국","127.0377286454","37.6463646689"
"10258","한신아파트101동앞","127.0348523274","37.6459816934"
"10259","KT도봉지점","127.0348557999","37.6461375793"
"10260","창동청구빌라","127.0399097927","37.6457638317"
"10261","창동청구빌라","127.0395258217","37.6461243931"
"10262","창동대우아파트입구","127.040517","37.643092"
"10263","창동대우아파트입구","127.0403424387","37.6432163298"
"10264","창동대우아파트","127.0367159557","37.6426101856"
"10265","창동역동측","127.0495735613","37.6537716668"
"10266","창동역동측도봉방면","127.049917943","37.6535408453"
"10269","서울가든아파트앞","127.0442008606","37.6469310032"
"10270","창1동주민센터","127.0436305189","37.6483170767"
"10271","창1동주민센터","127.0429620263","37.6485443942"
"10272","창동주공3단지","127.0417158572","37.6513228702"
"10273","창동주공3단지","127.0414767297","37.6513229545"
"10276","세그루학원","127.0279900823","37.6565423713"
"10277","세그루학원","127.0278333324","37.6556242091"
"10278","창동주공17단지","127.0537656741","37.6457412104"
"10279","창동주공17단지","127.0539256842","37.6460538123"
"10280","창3동염광아트필","127.0423552214","37.6344394033"
"10281","창3동염광아트빌","127.042773629","37.6342298893"
"10282","한승미메이드아파트","127.0434224643","37.6335421266"
"10283","한승미메이드아파트","127.0433169999","37.6333835749"
"10284","북서울농협창동지점","127.041158882","37.6339466227"
"10285","북서울농협창동지점","127.0412154818","37.6338519893"
"10286","신화초교입구","127.040262","37.63362"
"10287","신화초교입구","127.0400822024","37.6334072452"
"10292","서울외국어고등학교","127.052529","37.645154"
"10293","서울외국어고등학교","127.0527023636","37.6452469971"
"10294","방학동새마을금고","127.0366488472","37.6651579099"
"10295","거성학마을아파트","127.0381716917","37.6661972701"
"10296","방학1동어린이집입구","127.04062859","37.6671777225"
"10297","창5동현대아파트","127.0402847603","37.6560152868"
"10298","창5동현대1차아파트","127.0405307222","37.6560503446"
"10299","창동아이파크","127.0468345908","37.6614977323"
"10301","창번교","127.0384278157","37.6354839138"
"10302","방학3동주민센터","127.0279037943","37.6591681347"
"10303","도봉동서광아파트","127.0494617013","37.6781990171"
"10304","정병원","127.04192","37.661947"
"10305","창동고등학교","127.0385652526","37.6512951076"
"10306","정의여중고입구","127.0332340435","37.650980451"
"10309","도깨비시장","127.0356911077","37.6653285072"
"10310","방학동도깨비시장","127.0355369032","37.6652321384"
"10311","태영데시앙아파트","127.0324449266","37.642384365"
"10312","창번교앞","127.03822395","37.6354686365"
"10313","금용아파트","127.0351770744","37.637736706"
"10315","대우아파트104동","127.038349191","37.6432566421"
"10317","도봉산입구","127.0410409003","37.6872120941"
"10320","샘말어린이공원","127.031945","37.668748"
"10321","안방학동","127.0299513375","37.6690677721"
"10325","동아운수앞","127.013997","37.658907"
"10330","창동.신창시장","127.0384760994","37.6388467098"
"10331","신창.창동시장","127.0383504426","37.6390783287"
"10333","안방학동","127.0329138828","37.6676604016"
"10334","안방학동","127.03311","37.667697"
"10335","창동농협물류센터","127.0500740655","37.6548140039"
"10336","태영데시앙아파트","127.031672","37.642758"
"10337","방학중학교","127.0325077203","37.6668576545"
"10340","도봉산역광역환승센터","127.0443522431","37.6899483575"
"10341","도봉산역광역환승센터","127.044267","37.690177"
"10500","창동역","127.0492185591","37.6533690331"
"10502","도봉여성센터","127.0302537587","37.6628827003"
"10503","한일병원","127.0284574972","37.645868972"
"10504","동익아파트","127.0252305774","37.6506949897"
"10505","꽃동네","127.022498822","37.6527572122"
"10506","법종사","127.0180176318","37.6573958353"
"10507","창동하나로마트","127.0504072869","37.6548345868"
"10508","신동아프라자","127.0275248668","37.6612533186"
"10509","한일병원입구","127.0286428437","37.6445614593"
"10510","용호약국","127.025211064","37.6499633172"
"10511","에덴약국","127.0233665374","37.6514369621"
"10512","청한빌라","127.0151682419","37.6572646786"
"10514","방학동신동아아파트","127.0276173556","37.6600260286"
"10515","사거리슈퍼","127.0258093606","37.6497379178"
"10516","쌍문1동현대아파트","127.0226715612","37.6505864786"
"10517","우이성당","127.0156518671","37.6556688049"
"10519","방학동성원아파트.방학3동주민센터","127.0276882672","37.6586933171"
"10520","쌍문역","127.0342478396","37.6474064783"
"10521","믿음주유소","127.0265163993","37.6493746259"
"10522","오복슈퍼","127.0231778182","37.6495384245"
"10525","함석헌기념관.정의여중고","127.0373657316","37.6525912459"
"10526","쌍문1동주민센터","127.0263788608","37.6482095603"
"10527","환승장.기숙사","127.0229271728","37.6489176294"
"10528","덕성여대후문.효문중고교앞","127.0171019004","37.6526914381"
"10529","창동아이파크","127.0478602057","37.6612378102"
"10530","둘리뮤지엄.극동대우이안아파트","127.0282806118","37.6515755538"
"10531","북서울농협.도봉보건소","127.0377806894","37.6573821506"
"10532","쌍문초등학교","127.0248567147","37.6476701439"
"10533","쌍문1동파출소","127.0202835758","37.6500958249"
"10535","신일라이프아파트","127.0294951701","37.6506912973"
"10536","시립도봉노인종합복지관","127.0355267033","37.6581010105"
"10537","경기장학관","127.0216739733","37.6495936762"
"10538","대상타운현대아파트","127.0464439042","37.6657095236"
"10539","연세한의원","127.0346494856","37.6581886761"
"10540","삼성아파트.롯데마트","127.0462737888","37.6673955059"
"10541","소피아호텔","127.0349113945","37.651121436"
"10542","국민은행쌍문동지점","127.0323860104","37.6580622671"
"10543","도봉구청","127.0463382564","37.6689858813"
"10546","미래빌라","127.0267063644","37.6481869597"
"10549","도봉중학교.서원아파트","127.0457717409","37.6712739361"
"10550","창동한신아파트","127.0347140807","37.6459961514"
"10551","성원아파트","127.0301168678","37.6579159925"
"10553","세무서앞","127.0509355099","37.6532890093"
"10554","하나약국","127.0468646417","37.6732378533"
"10555","신도봉시장","127.0427155534","37.6713138288"
"10556","창동중앙약국","127.0371449268","37.6461540013"
"10557","선덕사거리.세그루학원입구","127.028285241","37.657803811"
"10559","창동역","127.0490884146","37.6536565315"
"10560","도봉시장","127.0473813687","37.6746865772"
"10561","오봉초등학교","127.0398564343","37.6710237818"
"10562","중앙폐차장","127.0394918483","37.6461685574"
"10563","방학3동주민센터","127.0274082286","37.6584636075"
"10564","청구아파트","127.0265443002","37.6577150088"
"10565","엘지전자","127.0313946417","37.6508502983"
"10567","서울북부지방검찰청.성우현대아파트","127.0483538423","37.6761134866"
"10568","시온슈퍼","127.0409094029","37.6728138601"
"10569","창성빌라","127.040308972","37.6441949149"
"10570","김수영문학관","127.0251961284","37.6594246503"
"10572","서울북부지방법원","127.0492414111","37.677670178"
"10573","부부슈퍼","127.0425393678","37.6744514399"
"10575","벽산아파트","127.0249781408","37.6583226778"
"10577","삼환.동아에코빌아파트","127.0471276197","37.6803652566"
"10578","삼거리슈퍼","127.0436465315","37.675670191"
"10579","대우아파트101동앞","127.0367556283","37.6426336013"
