ars_id,standard_id,station_name,x_coord,y_coord
1810,100900133,카센터.터널앞,126.9658959,37.57409154
1812,100900131,재동초등학교,126.9852803,37.57876787
1814,100900129,교육과정평가원,126.9817114,37.58741767
1815,100900128,이화사거리,127.0021613,37.57532444
1816,100900127,연화정사,126.9795064,37.61465067
1817,100900126,대신중고,126.9616841,37.57248345
1819,100900125,현대사거리,126.9866293,37.57927377
1820,100900215,교남동주민센터,126.9613244,37.57218653
1821,100900181,부암동주민센터.무계원,126.9639626,37.59297029
1823,100900124,형제봉매표소,126.9816904,37.61286785
1824,100900123,교남동새마을금고,126.9623511,37.57154717
1825,100900122,창신초교,127.01556,37.57600289
1826,100900168,가회동주민센터,126.9850463,37.57994426
1827,100900167,볼링장,126.9879587,37.57928821
1829,100900166,부암슈퍼,126.9637118,37.59475041
1830,100900165,지구촌교회,126.9793714,37.61308365
1831,100900164,월암공원,126.9640609,37.57120167
1832,100900163,숭인1동주민센터,127.0154152,37.57740683
1833,100900162,북촌한옥마을입구.정세권활동터,126.9850874,37.58128235
1835,100900161,하림각,126.9629357,37.59766118
1836,100900160,보현빌라,126.9782677,37.61527342
1837,100900159,스위스대사관,126.9658537,37.57002014
1838,100900158,창신역.4번출구,127.0152824,37.57834486
1839,100900157,안국선원.삼거리,126.9851065,37.58274414
1840,100900156,세검정교회,126.9594376,37.59949975
1841,100900200,혜화동로터리,127.001025,37.585841
1842,100900155,북악휴게실,126.9781674,37.61328458
1843,100900154,서울시교육청,126.966867,37.569301
1844,100900210,창신쌍용1단지.종로센트레빌아파트,127.0155933,37.58032364
1845,100900153,사우디대사관,126.9851204,37.58386431
1846,100900152,상명대입구,126.9573863,37.5998416
1847,100900151,혜화초등학교,126.9999339,37.58737916
1848,100900150,북악파크,126.9778838,37.61096487
1849,100900149,강북삼성병원,126.9683774,37.56855092
1850,100900148,청룡사.보문파크뷰자이아파트,127.0170716,37.57980742
1851,100900147,감사원,126.9855847,37.58630026
1852,100900201,국민생활관,126.9992595,37.58961857
1853,100900146,귀빈예식장,126.9732873,37.60904692
1855,100900173,종로센트레빌후문.e편한세상보문아파트,127.0162427,37.58192679
1856,100900172,통일부,126.9862356,37.58750461
1858,100900171,서울국제고등학교,126.9971357,37.58907642
1860,100900203,성대후문.와룡공원,126.9898018,37.58904414
1861,100900170,상명초등학교,126.956804,37.60091032
1862,100900169,새마을금고,126.996591,37.587869
1863,100900002,경진빌라,126.9579113,37.60189002
1864,100900004,명륜시장.성대후문,126.9952574,37.5887412
1865,100900006,완성빌라,126.9576706,37.60334091
1866,100900008,양현관,126.9937845,37.58977769
1868,100900010,상명대후문,126.9574659,37.60407255
1869,100900012,샘미용실,126.9934322,37.59026509
1870,100900014,산정빌라,126.9575841,37.60528498
