,sub_station_code,station_name,line_no,x_wgs,y_wgs,raw_dong,raw_code,admin_dong,admin_code
918,4317,상현,S,127.069342,37.297664,상현동,4146510700,,
919,4318,광교중앙,S,127.051478,37.288617,이의동,4111710300,,
920,4319,광교,S,127.044483,37.30211,이의동,4111710300,,
921,4502,강남대,E,127.126033,37.270161,구갈동,4146310200,구갈동,4146352000
922,4503,지석,E,127.136515,37.269606,상하동,4146311700,상하동,4146358600
923,4504,어정,E,127.143714,37.274917,상하동,4146311700,상하동,4146358600
924,4505,동백,E,127.152716,37.269043,중동,4146311600,동백2동,4146357500
925,4506,초당,E,127.159443,37.260752,중동,4146311600,동백2동,4146357500
926,4508,삼가,E,127.168075,37.242115,삼가동,4146110300,역삼동,4146152000
927,4509,시청?용인대,E,127.178406,37.239151,삼가동,4146110300,,
928,4510,명지대,E,127.190294,37.237964,역북동,4146110200,역삼동,4146152000
